id,title,type,ref,area
3165,Іванівка (Хмельницька обл.),4,48a21566-b6f2-11eb-80fb-b8830365bd04,22
3167,Іванівка (Черкаська обл.),4,05c808cf-daa9-11e9-b48a-005056b24375,23
3166,"Іванівка (Черкаська обл.,Чигиринський р-н)",4,039fc309-1a1c-11eb-80fb-b8830365bd04,23
3168,Іванівське,4,905d8eeb-c345-11e9-b0c5-005056b24375,5
3169,Іванівці,4,dfc6c722-b78a-11e9-8c22-005056b24375,9
3171,Іванівці (Волочиський р-н),4,edacf913-4e25-11ed-a361-48df37b92096,22
3170,Іванівці (Вінницька обл.),4,dc88679d-b7a0-11e9-8c22-005056b24375,2
3172,Іванівці (Закарпатська обл.),4,4d7ffc41-b7b8-11e9-8c22-005056b24375,7
3173,Іванівці (Львівська обл.),4,10e469ed-3e4c-11eb-80fb-b8830365bd04,13
3174,Іванівці (Чернівецька обл.),4,4a2706c3-cf25-11e9-b0c5-005056b24375,24
3202,Івахни (Черкаська обл.),4,e73de366-de3a-11ea-80fb-b8830365bd04,23
3204,Івачків (Рівненська обл.),4,e04cba6b-c776-11ea-a970-b8830365ade4,17
3203,Івачів Долішній,4,0c027e6b-29c6-11eb-80fb-b8830365bd04,19
3205,Івашки,4,6095cfb3-a955-11e9-b73a-005056b24375,20
3206,Івашки (Полтавська обл.),4,6e0a1646-b7b5-11e9-8c22-005056b24375,16
3207,Івашків,4,47dda8f1-885e-11e9-898c-005056b24375,15
3208,Івашківка,4,b7ef3e0b-30ad-11ec-80fb-b8830365bd04,25
3209,Івашківці,4,849eb41d-64cb-11e9-898c-005056b24375,22
3210,Івашківці (Вінницька обл.),4,71767a55-fee3-11e9-91ff-0025b501a04b,2
3211,Івашківці (Хмельницька обл.),4,7bbb950d-3e43-11eb-80fb-b8830365bd04,22
3212,Іващенки,4,bd305c34-509d-11ed-a361-48df37b92096,16
3213,Іверське,4,7b973baf-8966-11ea-a970-b8830365ade4,5
3214,Іверське (Дніпропетровська обл.),4,623ab913-64e9-11ed-a361-48df37b92096,4
3215,Івківці,4,3c1a5807-58fe-11ec-80fb-b8830365bd04,25
3216,Івниця,4,0d881755-9e59-11e9-898c-005056b24375,6
3217,Івча,4,7cebac46-6543-11ea-a970-b8830365ade4,2
3218,Ігнатпіль,4,964731cb-76ef-11e9-898c-005056b24375,6
3219,Ігровиця (Тернопільська обл.),4,731f1c1c-ec5e-11ea-80fb-b8830365bd04,19
3220,Іза,4,52d6882c-ef4f-11e5-899e-005056887b8d,7
3221,Ізки,4,53c5b28b-76f1-11e9-898c-005056b24375,7
3223,Ізмайлівка,4,37152ff3-1a1c-11eb-80fb-b8830365bd04,11
3222,Ізмаїл,1,db5c8907-391c-11dd-90d9-001a92567626,15
3224,Ізюм,1,db5c8909-391c-11dd-90d9-001a92567626,20
3225,Ізяслав,1,06f87940-4079-11de-b509-001d92f78698,22
3226,Іква,4,7c7236fd-4628-11ec-80fb-b8830365bd04,19
3227,Ілавче,4,72311a13-9e58-11e9-898c-005056b24375,19
3228,Іларіонове,2,762301d8-a3a4-11e3-9fa0-0050568002cf,4
3229,Ілемня,4,bbd0f51f-6546-11ea-a970-b8830365ade4,9
3231,Іллін (Рівненська обл.),4,d638d36b-ec5d-11ea-80fb-b8830365bd04,17
3232,Іллінецьке,4,9f306943-3d78-11ed-a361-48df37b92096,2
3234,Іллінка,4,9c2c81dd-76f6-11e9-898c-005056b24375,15
3235,Іллінка (Херсонська обл.),4,6142ebe8-9e07-11eb-80fb-b8830365bd04,21
3237,Іллінці (Івано-Франківська обл.),4,6f8ab8fc-8850-11e9-898c-005056b24375,9
3236,Іллінці (Вінницька обл.),1,69da4151-3f5d-11de-b509-001d92f78698,2
3233,Іллінівка,4,612122e4-feed-11e9-91ff-0025b501a04b,5
3240,Ільковичі,4,b36d1742-a9af-11eb-80fb-b8830365bd04,13
3239,Ільківка,4,fb2931dd-8745-11eb-80fb-b8830365bd04,2
3241,Ільник,4,8588b2ad-e671-11e9-b48a-005056b24375,13
3242,Ільниця,4,e706990e-783f-11e8-9d95-005056b2fc3d,7
3243,Ільпибоки,4,02f76abe-b111-11ed-a361-48df37b92096,17
3244,Ільпінь (Рівненська обл.),4,a2611578-c776-11ea-a970-b8830365ade4,17
3245,Ільці,4,bce8e30a-884d-11e9-898c-005056b24375,9
3238,Ільїне,4,e3a25dea-f919-11ea-80fb-b8830365bd04,8
3230,Ілічанка,4,6d522992-abca-11e6-b5da-005056887b8d,15
3246,Імстичово,4,045b1b73-5a17-11ea-a970-b8830365ade4,7
3247,Інгулець,4,f255182e-1aac-11ea-8c15-0025b502a06e,21
3248,Інгулка,4,a464b912-e682-11e9-b48a-005056b24375,14
3249,Інженерне,4,720a18cf-9e36-11e9-898c-005056b24375,8
3250,Інженерне (Херсонська обл.),2,984b5675-590f-11ec-80fb-b8830365bd04,21
3251,Ірдинь,4,e5f483eb-9609-11eb-80fb-b8830365bd04,23
3252,Іржавець,4,82640734-7dca-11eb-80fb-b8830365bd04,25
3253,Іркліїв,4,ed654e1f-2e8e-11e4-acce-0050568002cf,23
3254,Ірпінь,1,db5c8911-391c-11dd-90d9-001a92567626,10
3255,Ірша,4,0d88176a-9e59-11e9-898c-005056b24375,6
3256,Іршава,1,06f87904-4079-11de-b509-001d92f78698,7
3257,Іршанськ,2,99a4b252-d7ed-11e1-a00a-d4ae527baec9,6
3260,Ісайки,4,ad1dd01d-9e5c-11e9-898c-005056b24375,10
3261,Ісаків,4,08a5a2f7-64c9-11ec-80fb-b8830365bd04,9
3258,Ісаєве,4,6fdbc801-9e5e-11e9-898c-005056b24375,15
3259,Ісаї,4,d72a188a-34f3-11ed-a361-48df37b92096,13
3262,Іскра,4,58ac4fda-e66f-11e9-b48a-005056b24375,5
3263,Іскрене,4,b1ab8f4b-8745-11eb-80fb-b8830365bd04,23
3264,Іскриня,4,5e1fa513-6cde-11ee-a361-48df37b92096,2
3265,Іскрівка (Полтавська обл.),4,06e5ff59-e685-11e9-b48a-005056b24375,16
3266,Іспас,4,1b15cd2a-4d8b-11e6-a9f2-005056887b8d,24
3267,Ічня,1,06f8799c-4079-11de-b509-001d92f78698,25
3268,Їжівці,4,11c0d3cd-e682-11e9-b48a-005056b24375,24
1,"Абазівка (Полтавський р-н, Полтавська обл)",4,fc5f1e3c-928e-11e9-898c-005056b24375,16
2,Абранка,4,1b009444-4e4a-11ed-a361-48df37b92096,7
5,Абрикосове,4,09add9ee-2544-11ee-a361-48df37b92096,15
3,Абрикосівка,4,6dbe932e-1aad-11ea-8c15-0025b502a06e,21
4,Абрикосівка (Хмельницька обл.),4,f4d95497-de39-11ea-80fb-b8830365bd04,22
6,Авангард,2,8e1718f5-1972-11e5-add9-005056887b8d,15
7,Августинівка,4,93edc540-9e41-11e9-898c-005056b24375,8
8,Августівка,4,9523ea02-7302-11e9-898c-005056b24375,15
9,Авдіївка (Донецька обл.),1,a9522a7e-eaf5-11e7-ba66-005056b2fc3d,5
10,"Авдіївка (Сосницький р-н., Чернігівська обл.)",4,e3f238f7-5a94-11e9-a703-005056b24375,25
13,Аврамівка,4,ae14ae5b-b77a-11e9-8c22-005056b24375,23
14,Авратин,4,032eab07-1a52-11ee-a361-48df37b92096,6
11,Авіамістечко,1,0c134e58-1ab1-11ea-8c15-0025b502a06e,8
12,Авіаторське,2,d30a9675-7404-11e5-8d8d-005056887b8d,4
15,Агаймани,4,f384f3bf-b7a7-11e9-8c22-005056b24375,21
16,Агробаза (Донецька обл.),4,18ab598b-ec59-11ea-80fb-b8830365bd04,5
17,Агрономічне,4,ebc0eda9-93ec-11e3-b441-0050568002cf,2
18,Агрономія,4,f17dc676-cf44-11e9-b0c5-005056b24375,14
21,Адампіль,4,67094bdd-9e45-11e9-898c-005056b24375,22
22,Адамчуки,4,dfcbf660-58fd-11ec-80fb-b8830365bd04,3
19,Адамівка (Рівненська обл.),4,e0d51b7b-be49-11eb-80fb-b8830365bd04,17
20,Адамівка (Хмельницька обл.),4,38861002-de39-11ea-80fb-b8830365bd04,22
23,Аджамка,4,cc4ca497-d3ce-11e5-8478-005056887b8d,11
24,Азов,4,3b12367b-3e3d-11eb-80fb-b8830365bd04,8
25,Азовське,4,c1079228-76f9-11e9-898c-005056b24375,21
26,Азовське (Запорізька обл.),4,d30282f8-feee-11e9-91ff-0025b501a04b,8
27,Азовське (Першотравневий р-н),4,08c5b1e0-5f64-11ec-80fb-b8830365bd04,5
28,Айдар-Миколаївка,4,db35af88-4631-11ec-80fb-b8830365bd04,12
29,Акрешори,4,27da2be0-7147-11eb-80fb-b8830365bd04,9
30,Алтестове,4,1ae5baed-1a1b-11eb-80fb-b8830365bd04,15
31,Алтинівка,4,b7b9cd41-aa02-11e9-b73a-005056b24375,18
32,Ананьїв,1,06f8796e-4079-11de-b509-001d92f78698,15
33,Анатолівка,4,19cf9221-674a-11ee-a361-48df37b92096,14
34,Ангелівка,4,72467cf8-a0fd-11ea-a970-b8830365ade4,19
35,Ангелівка (Івано-Франківська обл.),4,1ee3d61f-09c2-11ee-a361-48df37b92096,9
36,Ангелінівка,4,d4f405a2-64d0-11e9-898c-005056b24375,15
61,Андруга,4,16e96dc2-d918-11ed-a361-48df37b92096,19
64,Андрушки,4,3ec0d136-29c7-11eb-80fb-b8830365bd04,6
62,Андрушівка,1,69da41c3-3f5d-11de-b509-001d92f78698,6
63,Андрушівка (Погребищенський р-н),4,c834b71d-4d37-11ec-80fb-b8830365bd04,2
37,Андрівка (Запорізька обл.),4,33656c5a-0c9a-11ea-8c15-0025b502a06e,8
58,Андрійківці,4,490cebac-dddd-11ed-a361-48df37b92096,22
59,Андріяшівка,4,e96d30db-f97f-11ea-80fb-b8830365bd04,18
60,Андріяшівка (Балтський р-н.),4,efdca202-1a32-11ed-a361-48df37b92096,15
38,Андрієвичі,4,125bfa12-dadf-11e9-b48a-005056b24375,6
39,Андрієво-Іванівка,4,a2171923-928c-11e9-898c-005056b24375,15
40,Андріївка (Балаклійський р-н),2,a9280688-94c0-11e3-b441-0050568002cf,20
41,Андріївка (Бердянський р-н),2,f4890a83-8344-11df-884b-000c290fbeaa,8
43,Андріївка (Бориспільський р-н),4,3fdca844-fba6-11ed-a361-48df37b92096,10
44,Андріївка (Буський р-н),4,5e48e704-5f89-11ec-80fb-b8830365bd04,13
42,"Андріївка (Білгород-Дністровський р-н., Одес. обл.",4,bafa374c-16d7-11ec-80fb-b8830365bd04,15
45,Андріївка (Великоновосілківська селищна громада),4,354a1d2a-14fd-11e9-ad0d-005056b24375,5
46,"Андріївка (Волноваський р-н., Донецька обл.)",4,d4f4058d-64d0-11e9-898c-005056b24375,5
47,Андріївка (Дніпропетровська обл.),4,5dfe2ff5-b78e-11e9-8c22-005056b24375,4
48,Андріївка (Донецька обл. Слов'янський р-н),4,809623cf-8841-11e9-898c-005056b24375,5
49,Андріївка (Олександрійський р-н),4,a5ce0a2f-1a1c-11eb-80fb-b8830365bd04,11
50,"Андріївка (Полтавський р-н., Полт. обл.)",4,c66f5ea8-5f8b-11ec-80fb-b8830365bd04,16
51,"Андріївка (Пулинський р-н.,Житомирська обл.)",4,859d22d0-30af-11ec-80fb-b8830365bd04,6
53,Андріївка (Сумська обл.),4,3f172fa5-c9ab-11ed-a361-48df37b92096,18
54,"Андріївка (Харківська обл., Кегичівський р-н)",4,4f843ba7-c429-11ed-a361-48df37b92096,20
55,Андріївка (Хмельницька обл.),4,4a47d2c1-de39-11ea-80fb-b8830365bd04,22
57,"Андріївка (Черняхівський р-н,Житомирська обл.)",4,87f3ca33-35ca-11ee-a361-48df37b92096,6
56,Андріївка (Чернігівська обл.),4,2f505ab8-1a4e-11ee-a361-48df37b92096,25
52,Андріївка (селище міського типу),2,d25db9eb-1ab0-11ea-8c15-0025b502a06e,5
65,Анисів,4,4e77d276-5f94-11ec-80fb-b8830365bd04,25
66,Анталовці,4,690cfcd0-29c3-11eb-80fb-b8830365bd04,7
67,Антипівка,4,2ff53920-7fef-11ea-a970-b8830365ade4,23
84,Антонове,4,7ac8019c-5901-11ec-80fb-b8830365bd04,14
85,Антонюки,4,cd1d7c01-96d0-11ea-a970-b8830365ade4,15
68,Антонів,4,a089b078-0438-11ee-a361-48df37b92096,10
69,"Антонівка (Березнівський р-н, Рівненська обл.)",4,1b5c267d-f986-11ea-80fb-b8830365bd04,17
71,"Антонівка (Володимирецький р-н, Рівненська обл.)",4,f0a49fe9-399e-11e9-acea-005056b24375,17
70,Антонівка (Вінницька обл.),4,abf98760-1776-11eb-80fb-b8830365bd04,2
72,Антонівка (Жидачівський р-н),4,e12a4c24-4d41-11ec-80fb-b8830365bd04,13
73,Антонівка (Запорізька обл.),4,6980acc8-0c93-11ea-8c15-0025b502a06e,8
74,Антонівка (Київська обл.),4,7a37735c-b7a2-11e9-8c22-005056b24375,10
75,Антонівка (Одеська обл.),4,e49c9988-40ce-11ee-a361-48df37b92096,15
76,Антонівка (Скадовський р-н),2,22212b42-98cb-11e5-a023-005056887b8d,21
77,Антонівка (Уманський р-н),4,f3f7834f-58f0-11ec-80fb-b8830365bd04,23
78,"Антонівка (Хмельницька обл,Летичівський р-н)",4,bab7daac-3e3f-11eb-80fb-b8830365bd04,22
79,Антонівка (Хмельницька обл.),4,76886118-de36-11ea-80fb-b8830365bd04,22
80,"Антонівка (Хмельницький р-н, Хмельницька обл.)",4,e9e56825-f99a-11ed-a361-48df37b92096,22
81,Антонівка (Чернігівська обл.),4,1254eb14-5c42-11ee-a361-48df37b92096,25
82,Антонівці,4,4e71db12-e5e9-11e9-b48a-005056b24375,22
83,Антоніни,2,96b8d7a4-be42-11e3-9fa0-0050568002cf,22
86,Антопіль,4,d8264383-64d2-11e9-898c-005056b24375,17
87,Анциполівка,4,706aff9e-7d68-11e9-898c-005056b24375,2
9756,Анютине,4,4a897e17-e04b-11ee-a361-48df37b92096,2
88,Аполлонівка,4,f88729c3-76ee-11e9-898c-005056b24375,4
89,Апостолове,1,f7062316-4078-11de-b509-001d92f78698,4
90,Араповичі,4,1e13e8c8-76fc-11e9-898c-005056b24375,25
91,Арбузинка,2,06f8795c-4079-11de-b509-001d92f78698,14
92,Арданово,4,4abc81c9-bafa-11ea-a970-b8830365ade4,7
93,Аркадіївка,4,3e1f3199-b7be-11e9-8c22-005056b24375,10
94,Арламівська Воля,4,9158c8c1-d919-11ed-a361-48df37b92096,13
95,Артемівка ,4,d1bbe7c3-dab2-11e9-b48a-005056b24375,20
96,Артемівка (Київська обл.),4,af65ef44-0c94-11ea-8c15-0025b502a06e,10
97,Артинськ,4,1861a329-6cdc-11ee-a361-48df37b92096,6
98,Артищів,4,c513827d-1a3e-11ed-a361-48df37b92096,13
99,Архангельська Слобода,4,c999c0c1-4694-11ea-b89e-0025b501a04b,21
100,Архангельське,4,acd15015-8876-11e9-898c-005056b24375,21
101,Архипівка,4,cdf45ea7-9e36-11e9-898c-005056b24375,25
102,Арциз,1,000655ea-4079-11de-b509-001d92f78698,15
103,Арчепитівка,4,d359e5e2-4695-11ea-b89e-0025b501a04b,15
104,Аршиця,4,7c9fda89-77c9-11ee-a361-48df37b92096,24
106,Асканія-Нова,2,2b4f7c98-c984-11e4-a77a-005056887b8d,21
107,Астей,4,04fa9877-5f87-11ec-80fb-b8830365bd04,7
108,Астраханка,4,8724da65-e5df-11e9-b48a-005056b24375,8
105,Асіївка,4,196f4f05-8868-11e9-898c-005056b24375,20
109,Атамань,4,1e5b0bd2-462e-11ec-80fb-b8830365bd04,21
110,Атманай,4,b3d56c39-feee-11e9-91ff-0025b501a04b,8
111,Атюша,4,a5206c01-b435-11e3-9fa0-0050568002cf,25
112,Аули,2,f16ef2e4-8e76-11e3-b441-0050568002cf,4
113,Афанасіївка,4,80a48a0f-b548-11ea-a970-b8830365ade4,14
114,Африканівка,4,abbc5062-a7a6-11e9-b73a-005056b24375,20
115,Баб'янка,4,a9d68b69-0b0d-11ec-80fb-b8830365bd04,9
116,Баба,4,7d892e70-5f74-11ec-80fb-b8830365bd04,18
118,Бабайківка,4,e7c1ae0c-883f-11e9-898c-005056b24375,4
119,Бабанка,2,41934c38-40f4-11e5-8d8d-005056887b8d,23
120,Бабах-Тарама,4,907f47db-64d0-11e9-898c-005056b24375,5
117,Бабаї,2,0a83d21d-e133-11e5-899e-005056887b8d,20
121,Бабин (Вінницька обл.),4,2b881c1e-c773-11ea-a970-b8830365ade4,2
122,Бабин (Кельменецький р-н),4,f948e14a-8830-11e9-898c-005056b24375,24
123,Бабин (Косівський р-н),4,e3a34d6e-9e04-11eb-80fb-b8830365bd04,9
124,Бабин (Рівненська обл.),4,1c7bc460-76f8-11e9-898c-005056b24375,17
125,Бабина,4,6f893fd3-dab6-11e9-b48a-005056b24375,13
126,Бабине,4,fc6b70be-464a-11ec-80fb-b8830365bd04,22
127,Бабино,4,ecd1f1bb-56d0-11ee-a361-48df37b92096,13
128,Бабинці,4,081feb22-5f5a-11e9-898c-005056b24375,10
129,Бабинці (Тернопільська обл.),4,753c02f3-d47e-11ed-a361-48df37b92096,19
130,Бабичі,4,8480a777-c33c-11e9-b0c5-005056b24375,13
131,Бабичівка,4,06dd77fd-ddde-11ed-a361-48df37b92096,16
132,Бабурка,4,de64db47-76f2-11e9-898c-005056b24375,8
133,Бабухів,4,cd27ebdc-e5e6-11e9-b48a-005056b24375,9
134,Бабче,4,d6fcff55-f984-11ea-80fb-b8830365bd04,9
135,Бабчинці,4,66675367-cf21-11e9-b0c5-005056b24375,2
136,Баворів,4,e8d1cf23-3e4d-11eb-80fb-b8830365bd04,19
137,Багате,4,cd822f8c-9282-11e9-898c-005056b24375,4
138,Багате (Одеська обл.),4,78231fd2-f427-11e9-91ff-0025b501a04b,15
139,Багатир,4,a9198c10-3b46-11e9-acea-005056b24375,5
140,Багачівка (Черкаська обл.),4,51995d3d-de3e-11ea-80fb-b8830365bd04,23
141,Баглаї,4,879df719-cde1-11eb-80fb-b8830365bd04,22
142,Багна,4,839f9d2c-bafc-11ea-a970-b8830365ade4,24
143,Багрин,4,87b7652e-b79c-11e9-8c22-005056b24375,10
144,Багринівка,4,a14b4f76-64cd-11e9-898c-005056b24375,24
145,Багринівці,4,c447143c-e5eb-11e9-b48a-005056b24375,2
146,Бадалово,4,a545f2e7-feea-11e9-91ff-0025b501a04b,7
147,Бадів,4,359d239d-0fe3-11eb-80fb-b8830365bd04,7
148,Бадівка,4,6a2c843d-0fe6-11eb-80fb-b8830365bd04,17
151,Базальтове,4,fe12f28f-16d9-11ec-80fb-b8830365bd04,17
150,Базалія,4,87765216-7302-11e9-898c-005056b24375,22
149,Базаліївка,4,169b56d6-96ce-11ea-a970-b8830365ade4,20
152,Базар,4,0d82b262-3e3f-11eb-80fb-b8830365bd04,19
153,Базар'янка,4,2597ba86-9913-11ea-a970-b8830365ade4,15
154,Базилівщина,4,c47fba55-a7a5-11e9-b73a-005056b24375,16
156,Байбузи,4,04eda5ff-b79f-11e9-8c22-005056b24375,23
157,Байбузівка,4,17a41a64-f427-11e9-91ff-0025b501a04b,15
158,Байдаківка,4,88544dec-58fd-11ec-80fb-b8830365bd04,4
159,Байківці,4,706e1ca2-fed9-11e9-91ff-0025b501a04b,19
160,Байрак (Великобагачанський р-н),4,dfb29784-8855-11ee-a361-48df37b92096,16
161,Байрак (Полтавська обл.),4,9fb45599-9e65-11e9-898c-005056b24375,16
